farmer_id,farmer_name,phone,group_id,enrolled_date
F-00414,Mutesi Kagabo,+254789632248,G-0044,2023-08-17
F-00415,Wanjiru Barasa,+254724104871,G-0044,2024-06-13
F-00416,Okello Wanyonyi,+254794307409,G-0044,2024-11-29
F-00417,Ndayisenga Wanyama,+254769954369,G-0044,2023-04-06
F-00418,Ingabire Masaba,+254700424331,G-0044,2024-01-31
F-00419,Auma Juma,+254780920372,G-0045,2025-02-03
F-00420,Nasimiyu Kiplagat,+254715514162,G-0045,2025-01-18
F-00421,Auma Namunyu,+254724233406,G-0045,2024-10-06
F-00422,Mukamana Namunyu,+254700309119,G-0045,2024-06-14
F-00423,Ndayisenga Sifuna,+254754560402,G-0045,2024-09-04
F-00424,Twagirayezu Wafula,+254768966425,G-0045,2023-10-26
F-00425,Nabirye Wanyonyi,+254743878134,G-0045,2025-05-01
F-00426,Uwase Masaba,+254784576632,G-0045,2023-12-28
F-00427,Naliaka Wafula,+254789481868,G-0045,2023-07-18
F-00428,Wanyama Rotich,+254716218518,G-0045,2023-06-11
F-00429,Chelimo Nabukenya,+254701842986,G-0045,2024-09-25
F-00430,Nakato Chemutai,+254754884067,G-0045,2024-05-11
F-00431,Naliaka Wangila,+254701036044,G-0045,2023-12-05
F-00432,Nasimiyu Mutai,+254716950312,G-0045,2024-08-11
F-00433,Nabirye Owor,+254782097118,G-0046,2025-04-04
F-00434,Uwase Situma,+254780969392,G-0046,2024-11-20
F-00435,Musimenta Kagabo,+254768067518,G-0046,2025-03-15
F-00436,Otieno Sifuna,+254751523526,G-0046,2024-03-30
F-00437,Nabirye Nabukenya,+254769742171,G-0046,2024-09-16
F-00438,Ndayisenga Namulundu,+254756392751,G-0046,2024-07-22
F-00439,Ndayisenga Wangila,+254738357477,G-0047,2025-03-04
F-00440,Nanjala Barasa,+254787889217,G-0047,2024-04-08
F-00441,Wekesa Hakizimana,+254748548270,G-0047,2023-04-13
F-00442,Odhiambo Khaemba,+254748500157,G-0047,2025-03-27
F-00443,Mutesi Omondi,+254791612427,G-0047,2025-02-16
F-00444,Okello Masaba,+254705016251,G-0047,2025-02-27
F-00445,Wekesa Simiyu,+254782398024,G-0047,2023-11-29
F-00446,Chepkoech Uwimana,+254738396595,G-0047,2023-12-13
F-00447,Nanjala Ntawukuriryayo,+254715304254,G-0047,2023-11-09
F-00448,Otieno Namunyu,+254751249842,G-0047,2023-04-07
F-00449,Kipruto Nandwa,+254750719956,G-0047,2024-04-01
F-00450,Uwase Bizimana,+254754205904,G-0047,2023-03-28
F-00451,Niyonzima Wangila,+254745703386,G-0047,2025-04-07
F-00452,Chelimo Barasa,+254740551358,G-0047,2023-08-06
F-00453,Auma Hakizimana,+254761226760,G-0048,2024-08-31
F-00454,Nasimiyu Mutai,+254747330898,G-0048,2024-07-08
F-00455,Wafula Chemutai,+254711476281,G-0048,2024-04-25
F-00456,Nafula Rotich,+254777511185,G-0048,2024-11-26
F-00457,Wanjiru Kagabo,+254720373194,G-0048,2024-05-29
F-00458,Uwase Otieno,+254721181641,G-0048,2024-02-07
F-00459,Musimenta Barasa,+254719109137,G-0048,2024-03-01
F-00460,Nabirye Barasa,+254703998501,G-0048,2025-04-21
F-00461,Wanjiru Simiyu,+254797530601,G-0049,2024-02-16
F-00462,Kirabo Wanyonyi,+254726827365,G-0049,2025-05-10
F-00463,Namusoke Mukamurenzi,+254726607808,G-0049,2024-11-09
F-00464,Uwimana Juma,+254700960420,G-0049,2023-05-04
F-00465,Nekesa Watulo,+254751668532,G-0049,2025-01-17
F-00466,Wanjiru Otieno,+254716286812,G-0049,2024-09-15
F-00467,Nafula Bizimana,+254758422982,G-0049,2023-08-14
F-00468,Mugisha Makokha,+254729836593,G-0049,2023-06-20
F-00469,Simiyu Wangila,+254725362496,G-0049,2025-04-07
F-00470,Nanjala Hakizimana,+254790035247,G-0049,2024-04-29
F-00471,Kiptoo Khaemba,+254758795985,G-0050,2023-09-24
F-00472,Nasimiyu Rotich,+254706482292,G-0050,2024-05-28
F-00473,Simiyu Wafula,+254773637819,G-0050,2025-03-24
F-00474,Uwase Khaemba,+254702739092,G-0050,2024-10-11
F-00475,Amongi Nandwa,+254796805215,G-0050,2023-05-06
F-00476,Naliaka Sifuna,+254764212495,G-0050,2023-12-05
F-00477,Auma Simiyu,+254709409059,G-0050,2023-10-17
F-00478,Masika Mutai,+254705126388,G-0050,2025-01-28
F-00479,Ndayisenga Otieno,+254751170434,G-0050,2024-02-15
F-00480,Nanjala Makokha,+254700215987,G-0050,2023-04-06
F-00481,Otieno Namunyu,+254778276827,G-0050,2023-11-29
F-00482,Niyonzima Nsengimana,+254736190001,G-0051,2024-12-05
F-00483,Auma Mukamurenzi,+254779116667,G-0051,2023-03-10
F-00484,Ojok Barasa,+254737279626,G-0051,2024-09-23
F-00485,Simiyu Sifuna,+254710745524,G-0051,2024-11-17
F-00486,Niyonzima Namulundu,+254799725102,G-0051,2024-10-04
F-00487,Wanyama Nandwa,+254776320532,G-0051,2023-11-01
F-00488,Uwimana Mukamurenzi,+254781195498,G-0051,2024-09-12
F-00489,Nekesa Khaemba,+254752791470,G-0052,2024-09-06
F-00490,Masika Juma,+254772419981,G-0052,2023-11-26
F-00491,Jepkosgei Khaemba,+254788682840,G-0052,2024-07-16
F-00492,Uwimana Kagabo,+254711937148,G-0052,2023-09-12
F-00493,Nafula Juma,+254753242544,G-0052,2024-12-06
F-00494,Masika Wangila,+254766476699,G-0052,2024-03-22
F-00495,Wanyama Masaba,+254770543294,G-0052,2024-08-16
F-00496,Kipruto Okello,+254721100027,G-0052,2023-05-05
F-00497,Okello Wafula,+254748017292,G-0052,2024-10-29
F-00498,Otieno Wanyonyi,+254765469965,G-0052,2024-10-09
F-00499,Mukamana Makokha,+254758446405,G-0052,2023-11-29
F-00500,Chelimo Nabukenya,+254726574161,G-0052,2025-05-19
F-00501,Niyonzima Wafula,+254788916867,G-0052,2024-01-07
F-00502,Nakato Nabukenya,+254702588787,G-0052,2023-06-21
F-00503,Chelimo Nabukenya,+254720215975,G-0053,2025-04-24
F-00504,Nabirye Wafula,+254775879223,G-0053,2023-03-17
F-00505,Nanjala Mutai,+254799882071,G-0053,2024-08-16
F-00506,Odhiambo Hakizimana,+254794927792,G-0053,2023-03-02
F-00507,Nekesa Namulundu,+254743804673,G-0053,2023-08-06
F-00508,Nafula Omondi,+254758800974,G-0053,2025-03-17
F-00509,Uwimana Barasa,+254756453353,G-0053,2023-07-26
F-00510,Wafula Wanyonyi,+254704717087,G-0053,2023-10-27
F-00511,Twagirayezu Nsengimana,+254767591036,G-0053,2023-10-01
F-00512,Wafula Hakizimana,+254755660974,G-0053,2024-09-20
F-00513,Kiptoo Sifuna,+254704657157,G-0053,2023-03-06
F-00514,Wasswa Makokha,+254726119594,G-0053,2024-04-16
F-00515,Wanjiru Cherop,+254799523328,G-0053,2024-10-24
F-00516,Mutesi Rotich,+254754660998,G-0054,2023-03-16
F-00517,Nasimiyu Kagabo,+254739217995,G-0054,2023-07-26
F-00518,Otieno Nandwa,+254709091929,G-0054,2023-11-22
F-00519,Niyonzima Mutai,+254755266341,G-0054,2025-03-16
F-00520,Kipruto Uwimana,+254777863835,G-0054,2023-10-19
F-00521,Ojok Otieno,+254709971828,G-0054,2024-06-06
F-00522,Twagirayezu Okello,+254726359530,G-0054,2025-06-10
F-00523,Mutesi Makokha,+254757124875,G-0054,2024-01-06
F-00524,Wekesa Rotich,+254718476936,G-0055,2023-05-09
F-00525,Otieno Okello,+254717785039,G-0055,2025-02-19
F-00526,Nafula Okello,+254765894259,G-0055,2023-07-21
F-00527,Nanjala Hakizimana,+254705447614,G-0055,2024-04-19
F-00528,Kipruto Nabukenya,+254783749092,G-0055,2023-04-10
F-00529,Cheruiyot Mutai,+254774230831,G-0055,2024-08-30
F-00530,Naliaka Masaba,+254763055746,G-0056,2023-05-05
F-00531,Nekesa Cherop,+254776537817,G-0056,2025-05-19
F-00532,Naliaka Nabukenya,+254771458386,G-0056,2023-08-02
F-00533,Wafula Wangila,+254778405277,G-0056,2024-03-01
F-00534,Ingabire Simiyu,+254773202780,G-0056,2023-03-29
F-00535,Namusoke Barasa,+254786373613,G-0056,2024-02-16
F-00536,Chelimo Mutai,+254727385563,G-0056,2024-03-12
F-00537,Jepkosgei Nabukenya,+254742217901,G-0056,2023-09-30
F-00538,Wanjiru Uwimana,+254745178314,G-0056,2024-05-04
F-00539,Kipruto Hakizimana,+254728241889,G-0056,2023-05-04
F-00540,Otieno Wafula,+254762709371,G-0056,2024-07-07
F-00541,Wafula Wanyonyi,+254791940969,G-0056,2025-02-24
F-00542,Nakato Mutai,+254758424002,G-0057,2024-10-31
F-00543,Adhiambo Wafula,+254756177047,G-0057,2023-05-28
F-00544,Adhiambo Wafula,+254763520316,G-0057,2024-04-04
F-00545,Wanjiru Masaba,+254754131157,G-0057,2025-01-11
F-00546,Nekesa Wekesa,+254781172222,G-0057,2023-05-31
F-00547,Masika Cherop,+254707260864,G-0057,2023-07-19
F-00548,Adhiambo Barasa,+254726648535,G-0057,2024-04-10
F-00549,Chelimo Kagabo,+254723720933,G-0057,2024-08-13
F-00550,Jepkosgei Masaba,+254729930258,G-0057,2024-10-19
F-00551,Namusoke Owor,+254750250293,G-0057,2023-10-13
F-00552,Nanjala Juma,+254752768269,G-0057,2023-08-21
F-00553,Nafula Wanyama,+254790841136,G-0057,2023-07-12
F-00554,Wanyama Rotich,+254766922517,G-0057,2024-08-13
F-00555,Uwimana Mutai,+254718810919,G-0057,2023-11-23
F-00556,Naliaka Masaba,+254751558997,G-0058,2025-04-21
F-00557,Were Kiplagat,+254744990484,G-0058,2025-03-19
F-00558,Chelimo Otieno,+254757364487,G-0058,2024-11-28
F-00559,Nanjala Simiyu,+254751449559,G-0058,2023-06-10
F-00560,Naliaka Cherop,+254752265634,G-0058,2023-03-09
F-00561,Uwimana Watulo,+254761056197,G-0058,2024-05-12
F-00562,Chepkoech Barasa,+254740524555,G-0058,2024-11-18
F-00563,Uwase Khaemba,+254746231236,G-0058,2023-10-15
F-00564,Naliaka Nandwa,+254742371559,G-0059,2024-08-23
F-00565,Mukamana Uwimana,+254742297053,G-0059,2023-09-10
F-00566,Adhiambo Owor,+254707777533,G-0059,2023-12-29
F-00567,Kiptoo Wanyama,+254716318497,G-0059,2024-12-21
F-00568,Naliaka Chemutai,+254772165787,G-0059,2024-07-30
F-00569,Wanjiru Bizimana,+254721491668,G-0059,2023-03-29
F-00570,Wanyama Juma,+254776637489,G-0059,2024-03-07
F-00571,Uwase Wafula,+254757795100,G-0059,2024-04-06
F-00572,Uwase Omondi,+254715115301,G-0059,2024-12-16
F-00573,Kipruto Ntawukuriryayo,+254761755935,G-0059,2023-06-24
F-00574,Namusoke Omondi,+254742420979,G-0059,2025-03-31
F-00575,Chepkoech Kagabo,+254790583162,G-0059,2023-12-20
F-00576,Atieno Kiplagat,+254797573472,G-0059,2023-06-26
F-00577,Chepkoech Wanyonyi,+254716889501,G-0060,2024-08-07
F-00578,Nasimiyu Simiyu,+254714501817,G-0060,2024-04-10
F-00579,Cheruiyot Kiplagat,+254755705662,G-0060,2023-11-20
F-00580,Wanjiru Kagabo,+254736414370,G-0060,2024-09-10
F-00581,Were Masaba,+254716589619,G-0060,2023-10-24
F-00582,Barasa Bizimana,+254733068338,G-0060,2025-01-24
F-00583,Nakato Nandwa,+254742618082,G-0060,2025-03-10
F-00584,Ingabire Ntawukuriryayo,+254764578826,G-0060,2024-03-18
F-00585,Naliaka Nsengimana,+254787054718,G-0060,2024-03-24
F-00586,Otieno Simiyu,+254736910195,G-0060,2023-03-13
F-00587,Otieno Namulundu,+254710945475,G-0060,2024-07-28
F-00588,Auma Makokha,+254731374758,G-0060,2023-12-15
F-00589,Ingabire Watulo,+254783456565,G-0061,2025-06-24
F-00590,Wasswa Wanyonyi,+254734369669,G-0061,2023-06-15
F-00591,Were Ntawukuriryayo,+254719768396,G-0061,2023-06-25
F-00592,Wekesa Namunyu,+254742830522,G-0061,2024-05-27
F-00593,Atieno Juma,+254769540844,G-0061,2023-06-17
F-00594,Okello Ntawukuriryayo,+254761660836,G-0061,2023-10-24
F-00595,Mukamana Cherop,+254710703146,G-0061,2024-04-14
F-00596,Chelimo Wanyonyi,+254709626398,G-0061,2025-01-09
F-00597,Namusoke Uwimana,+254700686643,G-0061,2023-10-05
F-00598,Barasa Bizimana,+254701747585,G-0061,2024-04-19
F-00599,Were Otieno,+254701955094,G-0061,2023-09-05
F-00600,Wanjiru Rotich,+254753455857,G-0061,2024-12-25
F-00601,Uwimana Watulo,+254742191727,G-0061,2024-12-07
F-00602,Chelimo Namunyu,+254701008800,G-0061,2024-03-04
F-00603,Mukamana Wanyonyi,+254729791381,G-0062,2024-08-12
F-00604,Nanjala Chemutai,+254774780970,G-0062,2024-04-03
F-00605,Chepkoech Nabukenya,+254725308917,G-0062,2024-12-13
F-00606,Kiptoo Wafula,+254742482754,G-0062,2024-02-23
F-00607,Nakato Kiplagat,+254792764541,G-0062,2024-12-04
F-00608,Amongi Nabukenya,+254784852775,G-0062,2024-02-16
F-00609,Adhiambo Nandwa,+254751275278,G-0062,2023-10-09
F-00610,Simiyu Bizimana,+254736325460,G-0062,2024-02-09
F-00611,Uwimana Masaba,+254725370737,G-0062,2025-06-15
F-00612,Twagirayezu Kirya,+254740100640,G-0062,2025-06-15
F-00613,Adhiambo Omondi,+254714753725,G-0062,2023-07-06
F-00614,Mugisha Sifuna,+254769024916,G-0062,2023-12-22
F-00615,Achieng Wekesa,+254732085144,G-0062,2023-06-20
F-00616,Mukamana Omondi,+254742717724,G-0062,2025-04-15
F-00617,Naliaka Situma,+254792519929,G-0063,2023-11-14
F-00618,Twagirayezu Otieno,+254766120798,G-0063,2023-07-27
F-00619,Atieno Wanyonyi,+254743993565,G-0063,2025-03-07
F-00620,Nekesa Uwimana,+254780476145,G-0063,2024-09-19
F-00621,Atieno Ntawukuriryayo,+254701795354,G-0063,2025-01-19
F-00622,Nafula Rotich,+254774614928,G-0063,2024-04-14
F-00623,Naliaka Hakizimana,+254743740341,G-0063,2025-04-22
F-00624,Kirabo Wangila,+254792674302,G-0063,2023-03-29
F-00625,Chelimo Wanyama,+254701349470,G-0063,2023-12-10
F-00626,Auma Mutai,+254754285849,G-0063,2025-01-23
F-00627,Achieng Nsengimana,+254701589209,G-0064,2023-04-22
F-00628,Wafula Wangila,+254724089845,G-0064,2025-01-08
F-00629,Wekesa Nabukenya,+254755325030,G-0064,2024-07-20
F-00630,Uwimana Namunyu,+254754368932,G-0064,2023-09-06
F-00631,Nakato Mukamurenzi,+254783175535,G-0064,2024-06-19
F-00632,Okello Masaba,+254723257511,G-0064,2025-06-23
F-00633,Nafula Masaba,+254788247994,G-0065,2024-08-17
F-00634,Chepkoech Wanyonyi,+254727595492,G-0065,2025-04-05
F-00635,Wasswa Kirya,+254798391558,G-0065,2023-03-07
F-00636,Wasswa Wanyama,+254782589773,G-0065,2024-10-25
F-00637,Habimana Rotich,+254764114624,G-0065,2023-09-13
F-00638,Ndayisenga Namunyu,+254751053549,G-0065,2023-10-04
F-00639,Twagirayezu Nabukenya,+254782445799,G-0065,2023-12-24
F-00640,Wasswa Wekesa,+254741332709,G-0065,2024-08-09
F-00641,Kiptoo Omondi,+254715355896,G-0065,2024-09-09
F-00642,Wekesa Barasa,+254749675959,G-0066,2024-01-02
F-00643,Uwase Wanyama,+254755189131,G-0066,2023-09-02
F-00644,Ingabire Owor,+254714067918,G-0066,2025-01-03
F-00645,Nabirye Wafula,+254761831408,G-0066,2024-04-19
F-00646,Nakato Nabukenya,+254791009744,G-0066,2023-03-06
F-00647,Niyonzima Sifuna,+254797951276,G-0066,2023-10-06
F-00648,Mukamana Mutai,+254756472365,G-0066,2024-01-25
F-00649,Ingabire Chemutai,+254778425847,G-0066,2024-12-08
F-00650,Musimenta Uwimana,+254788344854,G-0066,2025-02-21
F-00651,Cheruiyot Wekesa,+254748830914,G-0066,2023-05-18
F-00652,Wanyama Wangila,+254705037484,G-0067,2024-01-17
F-00653,Auma Wangila,+254768600096,G-0067,2024-10-31
F-00654,Were Kiplagat,+254759490235,G-0067,2024-12-23
F-00655,Simiyu Uwimana,+254799658338,G-0067,2023-08-02
F-00656,Mukamana Kirya,+254792853625,G-0067,2024-10-16
F-00657,Wanyama Sifuna,+254757848168,G-0067,2024-04-07
F-00658,Nafula Okello,+254720111909,G-0067,2025-04-30
F-00659,Atieno Sifuna,+254797473422,G-0067,2024-08-09
F-00660,Otieno Kiplagat,+254737119750,G-0067,2023-09-18
F-00661,Chelimo Barasa,+254730496839,G-0067,2023-05-04
F-00662,Mugisha Kiplagat,+254754516377,G-0068,2025-03-20
F-00663,Namusoke Rotich,+254726474963,G-0068,2023-07-03
F-00664,Simiyu Wanyama,+254788544286,G-0068,2023-12-03
F-00665,Kipruto Hakizimana,+254762658969,G-0068,2023-03-29
F-00666,Cheruiyot Wekesa,+254700216624,G-0068,2025-05-15
F-00667,Musimenta Otieno,+254704139426,G-0068,2024-02-29
F-00668,Wanyama Juma,+254758746401,G-0068,2024-09-18
F-00669,Wasswa Simiyu,+254787039711,G-0068,2023-05-15
F-00670,Were Otieno,+254789313503,G-0068,2024-12-31
F-00671,Namusoke Chemutai,+254762851862,G-0068,2024-12-16
F-00672,Kipruto Ntawukuriryayo,+254752819849,G-0068,2024-06-16
F-00673,Auma Simiyu,+254773304461,G-0068,2024-04-29
F-00674,Nasimiyu Bizimana,+254723527501,G-0068,2023-07-15
F-00675,Chepkoech Kiplagat,+254752815689,G-0068,2023-12-11
F-00676,Namusoke Kirya,+254736931524,G-0069,2024-10-31
F-00677,Chepkoech Cherop,+254758159996,G-0069,2024-09-17
F-00678,Ingabire Masaba,+254723476563,G-0069,2025-04-17
F-00679,Wafula Kirya,+254748966286,G-0069,2023-06-08
F-00680,Naliaka Rotich,+254755349912,G-0069,2025-06-10
F-00681,Nanjala Namunyu,+254743255483,G-0069,2023-08-29
F-00682,Mugisha Uwimana,+254794299283,G-0069,2024-03-17
F-00683,Chelimo Rotich,+254769948293,G-0069,2024-08-27
F-00684,Naliaka Masaba,+254715989520,G-0069,2025-05-28
F-00685,Kirabo Khaemba,+254700816360,G-0069,2023-04-21
F-00686,Were Khaemba,+254789794287,G-0070,2025-04-11
F-00687,Amongi Wekesa,+254741011528,G-0070,2024-01-29
F-00688,Twagirayezu Namunyu,+254718765623,G-0070,2024-11-17
F-00689,Wasswa Mutai,+254779859359,G-0070,2024-05-13
F-00690,Wafula Situma,+254747070447,G-0070,2025-06-12
F-00691,Wasswa Wangila,+254794562541,G-0070,2024-04-11
F-00692,Nanjala Simiyu,+254745326328,G-0070,2024-02-06
F-00693,Amongi Mutai,+254775103772,G-0070,2025-01-14
F-00694,Nafula Wanyama,+254770732067,G-0070,2024-12-06
F-00695,Mutesi Mukamurenzi,+254733103288,G-0070,2023-04-19
F-00696,Auma Hakizimana,+254787261766,G-0070,2025-02-01
F-00697,Masika Otieno,+254795772013,G-0070,2023-08-20
F-00698,Simiyu Omondi,+254771784371,G-0070,2025-06-01
F-00699,Wanyama Wangila,+254774924780,G-0070,2023-05-09
F-00700,Twagirayezu Cherop,+254780283028,G-0071,2024-12-12
F-00701,Adhiambo Rotich,+254720773118,G-0071,2025-01-19
F-00702,Chepkoech Wafula,+254781187011,G-0071,2023-08-06
F-00703,Uwimana Wafula,+254750627103,G-0071,2023-05-05
F-00704,Amongi Kirya,+254788951360,G-0071,2024-12-26
F-00705,Chelimo Namulundu,+254755394772,G-0071,2025-01-29
F-00706,Nakato Wangila,+254763456619,G-0072,2025-03-11
F-00707,Atieno Ntawukuriryayo,+254736305244,G-0072,2023-08-08
F-00708,Wanjiru Nandwa,+254778893415,G-0072,2024-11-04
F-00709,Habimana Kiplagat,+254721664264,G-0072,2024-01-30
F-00710,Uwase Okello,+254713407035,G-0072,2024-08-01
F-00711,Okello Masaba,+254728073920,G-0072,2025-03-12
F-00712,Adhiambo Namunyu,+254767215302,G-0072,2025-04-20
F-00713,Mukamana Wekesa,+254792197421,G-0072,2023-08-02
F-00714,Wekesa Rotich,+254703849295,G-0072,2025-03-18
F-00715,Wanjiru Mukamurenzi,+254752194499,G-0072,2024-09-16
F-00716,Nanjala Wangila,+254709185937,G-0072,2023-11-05
F-00717,Otieno Hakizimana,+254763570975,G-0072,2023-04-25
F-00718,Cheruiyot Nandwa,+254744935545,G-0072,2024-12-09
F-00719,Twagirayezu Makokha,+254710160795,G-0072,2023-03-13
F-00720,Were Situma,+254714693429,G-0073,2025-05-01
F-00721,Mugisha Masaba,+254748066320,G-0073,2025-04-27
F-00722,Masika Cherop,+254736604709,G-0073,2024-06-06
F-00723,Odhiambo Ntawukuriryayo,+254780198973,G-0073,2025-04-22
F-00724,Kirabo Owor,+254727269442,G-0073,2025-02-01
F-00725,Nanjala Juma,+254714175513,G-0073,2023-09-17
F-00726,Auma Wanyama,+254707621005,G-0073,2024-08-25
F-00727,Nanjala Rotich,+254788805147,G-0074,2023-07-17
F-00728,Okello Nandwa,+254787477169,G-0074,2023-08-17
F-00729,Mukamana Chemutai,+254720889161,G-0074,2023-06-03
F-00730,Okello Cherop,+254791905512,G-0074,2025-02-05
F-00731,Namusoke Wanyama,+254771806609,G-0074,2024-11-14
F-00732,Amongi Makokha,+254766198825,G-0074,2024-04-20
F-00733,Were Wafula,+254764594968,G-0074,2023-12-29
F-00734,Naliaka Omondi,+254747718481,G-0074,2024-02-12
F-00735,Ojok Kagabo,+254774753423,G-0075,2023-03-31
F-00736,Kirabo Nabukenya,+254770367260,G-0075,2025-05-17
F-00737,Chepkoech Ntawukuriryayo,+254764489906,G-0075,2024-08-20
F-00738,Uwase Nabukenya,+254726197846,G-0075,2024-02-04
F-00739,Auma Nabukenya,+254762724786,G-0075,2025-06-03
F-00740,Habimana Barasa,+254733219549,G-0075,2024-11-26
F-00741,Habimana Wafula,+254788420489,G-0075,2024-06-22
F-00742,Uwimana Barasa,+254785016643,G-0075,2024-09-08
F-00743,Odhiambo Simiyu,+254761566763,G-0075,2024-05-12
F-00744,Barasa Wekesa,+254729378988,G-0075,2025-04-03
F-00745,Wasswa Namunyu,+254745327546,G-0076,2023-10-31
F-00746,Cheruiyot Wanyonyi,+254773093919,G-0076,2024-03-26
F-00747,Atieno Khaemba,+254743254232,G-0076,2024-09-26
F-00748,Ingabire Nandwa,+254779167303,G-0076,2023-09-06
F-00749,Ojok Nsengimana,+254739011497,G-0076,2024-11-27
F-00750,Wanyama Simiyu,+254749081923,G-0076,2024-09-10
F-00751,Nabirye Chemutai,+254720705582,G-0076,2023-06-19
F-00752,Ndayisenga Cherop,+254711294919,G-0076,2023-07-07
F-00753,Wanyama Barasa,+254781501481,G-0076,2024-07-25
F-00754,Jepkosgei Mukamurenzi,+254774150057,G-0076,2024-10-12
F-00755,Jepkosgei Sifuna,+254777876153,G-0076,2025-05-15
F-00756,Wanjiru Simiyu,+254749744068,G-0076,2024-04-16
F-00757,Ingabire Wekesa,+254733201484,G-0077,2024-11-05
F-00758,Ojok Nabukenya,+254768095222,G-0077,2025-04-03
F-00759,Mukamana Khaemba,+254726628504,G-0077,2024-12-31
F-00760,Chepkoech Masaba,+254701209313,G-0077,2025-02-01
F-00761,Wafula Okello,+254798296257,G-0077,2025-06-18
F-00762,Kirabo Wekesa,+254754564662,G-0077,2025-04-11
F-00763,Kipruto Wangila,+254724044155,G-0077,2025-02-09
F-00764,Wekesa Bizimana,+254790289891,G-0077,2023-07-13
F-00765,Kiptoo Wangila,+254758085427,G-0077,2025-01-26
F-00766,Naliaka Okello,+254753239763,G-0077,2024-08-19
F-00767,Were Owor,+254713625954,G-0078,2024-01-23
F-00768,Amongi Ntawukuriryayo,+254726394092,G-0078,2025-03-01
F-00769,Adhiambo Mukamurenzi,+254755183274,G-0078,2024-08-13
F-00770,Mukamana Wangila,+254792369534,G-0078,2024-02-14
F-00771,Twagirayezu Sifuna,+254768976525,G-0078,2023-11-02
F-00772,Chelimo Kagabo,+254752724719,G-0078,2024-09-23
F-00773,Nabirye Okello,+254716873076,G-0078,2024-04-11
F-00774,Ndayisenga Wafula,+254787664993,G-0078,2023-07-25
F-00775,Niyonzima Owor,+254796758601,G-0078,2023-05-15
F-00776,Ingabire Juma,+254732483807,G-0078,2024-06-11
F-00777,Cheruiyot Situma,+254775990789,G-0078,2024-12-07
F-00778,Mugisha Wekesa,+254743388183,G-0078,2025-04-11
F-00779,Masika Kiplagat,+254700061658,G-0079,2023-07-20
F-00780,Jepkosgei Wangila,+254706708031,G-0079,2024-03-09
F-00781,Wasswa Nabukenya,+254724009274,G-0079,2024-03-21
F-00782,Musimenta Masaba,+254728458905,G-0079,2024-11-13
F-00783,Ndayisenga Wekesa,+254784870568,G-0079,2024-10-26
F-00784,Wanjiru Nabukenya,+254726380669,G-0079,2025-03-17
F-00785,Namusoke Nsengimana,+254734423368,G-0079,2024-08-02
F-00786,Ojok Wekesa,+254771488781,G-0079,2023-10-24
F-00787,Nekesa Cherop,+254738713972,G-0079,2023-12-10
F-00788,Nanjala Mutai,+254727895867,G-0079,2024-10-03
F-00789,Odhiambo Hakizimana,+254775148861,G-0079,2023-04-01
F-00790,Otieno Cherop,+254759875409,G-0079,2024-09-14
F-00791,Nanjala Masaba,+254757168483,G-0080,2025-03-06
F-00792,Twagirayezu Owor,+254750555113,G-0080,2023-10-15
F-00793,Nafula Chemutai,+254777366920,G-0080,2025-05-24
F-00794,Nafula Nabukenya,+254716080018,G-0080,2023-07-14
F-00795,Okello Nsengimana,+254782390317,G-0080,2023-08-16
F-00796,Ndayisenga Makokha,+254736533997,G-0080,2024-03-27
F-00797,Okello Barasa,+254723738035,G-0080,2024-09-28
F-00798,Jepkosgei Uwimana,+254703037610,G-0080,2023-07-10
F-00799,Uwase Hakizimana,+254795817627,G-0080,2025-05-24
F-00800,Chepkoech Rotich,+254747714981,G-0080,2024-06-18
F-00801,Wafula Rotich,+254769443833,G-0080,2023-05-18
F-00802,Otieno Wafula,+254747521827,G-0080,2025-04-06
F-00803,Wanyama Nabukenya,+254779058854,G-0081,2025-04-20
F-00804,Ndayisenga Rotich,+254777811187,G-0081,2023-03-09
F-00805,Uwimana Juma,+254775886829,G-0081,2025-02-25
F-00806,Kipruto Owor,+254769736364,G-0081,2023-09-23
F-00807,Mugisha Rotich,+254789576267,G-0081,2024-05-23
F-00808,Achieng Wanyama,+254799805762,G-0081,2024-10-04
F-00809,Nakato Namulundu,+254718222466,G-0082,2024-10-17
F-00810,Musimenta Rotich,+254729996064,G-0082,2023-11-04
F-00811,Were Wanyama,+254753300886,G-0082,2025-05-18
F-00812,Wasswa Ntawukuriryayo,+254726739179,G-0082,2023-03-11
F-00813,Namusoke Mutai,+254747324317,G-0082,2024-07-01
F-00814,Musimenta Ntawukuriryayo,+254782161931,G-0082,2024-02-08
F-00815,Otieno Okello,+254750720177,G-0082,2025-06-03
F-00816,Musimenta Mutai,+254715923281,G-0082,2023-09-26
F-00817,Kiptoo Wanyonyi,+254765416669,G-0083,2024-11-26
F-00818,Mutesi Wafula,+254785969416,G-0083,2023-08-20
F-00819,Cheruiyot Watulo,+254765870603,G-0083,2024-05-11
F-00820,Jepkosgei Kagabo,+254758477694,G-0083,2023-07-04
F-00821,Nekesa Wangila,+254789884771,G-0083,2023-04-22
F-00822,Uwimana Omondi,+254719913580,G-0083,2025-06-24
F-00823,Nekesa Mutai,+254790056392,G-0083,2023-12-31
F-00824,Naliaka Nabukenya,+254737382946,G-0083,2025-05-06
F-00825,Amongi Wanyama,+254748430922,G-0083,2024-07-13
F-00826,Mutesi Cherop,+254795721767,G-0083,2023-11-29
